Rank,Name,Neighborhood,Zoning Type,Plot Size,Building Size,Distance to Ocean,Distance to Bay,Max # of Floors,Min # of Floors,Plot Area (m²),Min Building Height (m),Max Building Height (m),Distance to Ocean (m),Distance to Bay (m),tokenId
4030,HH-134,Haven Heights,Residential,Nano,Lowrise,Far,Medium,7,5,960,29,36,970,543,112259159608870343840898454028757280429995326694313394143917047710335781618866
4030,HH-141,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1077,16,20,1317,491,102445713211409669219818648125971766902474127882083310516638689806974992312657
4030,HH-142,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,947,16,20,1125,531,110095601139627937119582093537047014971185229141012381947455451773387290833346
4030,HH-144,Haven Heights,Residential,Nano,Lowrise,Far,Medium,5,4,990,21,26,982,596,106755584362889549372390009688651510314856277892861695203069348166565832665282
4030,HH-147,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1076,18,22,1296,501,76423224429522029184468480260116395136394038127669471485015292726236321116989
4030,HH-148,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1075,16,20,1276,506,104666622366489240487830400071851676733917254745678612880779937444202984074100
4030,HH-149,Haven Heights,Residential,Nano,Lowrise,Far,Medium,11,9,1063,46,57,1186,529,111705475487275271705168283188019221639052549198272972511248539876400738282478
4030,HH-150,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,981,16,20,1123,549,64299793861011892333352097760136745327409809242727590046781956243299047909600
4030,HH-151,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1049,16,20,1036,584,47106783677619467812270270655151548467319769614819585711659488666835313534789
4030,HH-160,Haven Heights,Residential,Nano,Lowrise,Far,Medium,5,4,1063,22,27,1185,547,21795096194827264372064437729388113874753895731644980269139207333355183848163
4030,HH-165,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,983,16,20,1121,585,25234837117504852032454106010159977708305589915374978257605760781934954455695
4030,HH-170,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1050,17,21,1334,539,18627350605967740799613588810128344505254451930191700237046949167034178222872
4030,HH-174,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1051,16,20,1293,556,84298229838197664910007294920182947578290590945897271785681553255136181282003
4030,HH-176,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1033,16,20,1254,565,37933124485863081816221134084833067547034436196828912252733770832896546408940
4030,HH-177,Haven Heights,Residential,Nano,Lowrise,Far,Medium,7,6,1063,31,38,1183,584,34437314315758368078859456941099106380488484744999969515904994364221169103181
4030,HH-251,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1121,16,20,1585,444,90148748013185280576263065060305068133679033414503820838140676640291173228701
4030,HH-268,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,895,16,20,1531,483,38026433367892732761403442945404050525459054339770982549833446655480638712569
4030,HH-327,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,915,16,20,1615,442,34838145114788195722481649170424723567174791595700137120046544690785955967098
4030,HH-328,Haven Heights,Residential,Nano,Lowrise,Far,Medium,7,5,946,28,35,1509,505,63760310210287700549359199559206198602864981006577009947930536026402854073447
4030,HH-343,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,780,16,20,1462,546,108944932269833073585239036676530348920323191682807941279258244157535906839491
4030,HH-368,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1021,16,20,1590,467,9420237464272510661003812655536720873659218907122037345298315473224310348548
4030,HH-369,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1024,16,20,1544,499,53757666786159997016551577764828680941773952885303935099171589165312370651096
4030,HH-377,Haven Heights,Residential,Nano,Lowrise,Far,Medium,6,4,1021,24,30,1577,480,14984071318965069679814997172642356037380745329261475444037260204721826428708
4030,HH-389,Haven Heights,Residential,Nano,Lowrise,Far,Medium,9,7,1021,36,45,1564,493,42666637913074751607721390786997491251287248349753520507004880480501545618505
4030,HH-390,Haven Heights,Residential,Nano,Lowrise,Far,Medium,5,4,1026,23,28,1518,535,96874367490694888839891155212415542405559018408651776340146729816435937524362
4030,HH-411,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,972,16,20,1551,487,16857952895690400491210373824814640431157551575594300279904764424697104523471
4030,HH-412,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,946,18,22,1505,541,100425588936197827274347901756416534362771136254323217594703121243432274303179
4030,HH-413,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1104,17,21,1439,589,4168658784005643479425695601076053394158426591197354423762993769203071590038
4030,HH-429,Haven Heights,Residential,Nano,Lowrise,Far,Medium,6,4,1056,24,30,1639,307,79640129031866336260803738516956332898901538413312802127407306973180659341687
4030,HH-430,Haven Heights,Residential,Nano,Lowrise,Far,Medium,5,4,1091,23,28,1623,324,23514844160398232805403516242205892542123236535704521756056961557163306298179
4030,HH-431,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1091,19,23,1607,340,42543963777976429363587398948230396945655491587830693143125841311071792918111
4030,HH-459,Haven Heights,Residential,Nano,Lowrise,Far,Medium,7,5,1082,29,36,1407,514,26911073994628820896304897545873428283945496561756845634354110488027049349592
4030,HH-471,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1065,17,21,1574,312,82518445480539384729961365366080232190399535195170128573071585301108008065103
4030,HH-472,Haven Heights,Residential,Nano,Lowrise,Far,Medium,5,4,1065,22,27,1542,348,96259868592875363253692166571139094273894040488832782838359692490130495344812
4030,HH-474,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,886,18,22,1398,500,49773871765926982875764878002441166103662756009880541767614855139745644974961
4030,HH-553,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1145,17,21,1385,324,65613084942397814450346986100359193339440239085220300409729479290538520803258
4030,HH-654,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,986,16,20,1935,333,84950941429573167371786617666624018632091291911545074054078690739942210962821
4030,HH-655,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,986,16,20,1917,322,26816862512864892219451922419817292442020791418428181952798707109960134153100
4030,HH-656,Haven Heights,Residential,Nano,Lowrise,Far,Medium,11,9,986,45,56,1899,312,11288381811290959368244962876639394727583414225937094768200669851442723975577
4030,HH-662,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1024,17,21,1061,532,56701004994699726817976329801699761544991435153838720769912329827556840924627
4030,HH-663,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1024,17,21,1043,549,53522653226596995795391463561244966406026165978733512679597468751654698466525
4030,HH-664,Haven Heights,Residential,Nano,Lowrise,Far,Medium,5,4,1024,20,25,1025,566,54342156196888195941952261568154201974334898653487633307460849405485034120253
4030,HH-665,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1024,16,20,1007,584,93273979915352025640017102865209718180638683777420849841392967221455139668839
4030,HH-679,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,898,16,20,1943,328,32696397397940832340492628829135368577960416978665899991253389080350297234077
4030,HH-680,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1001,16,20,1908,360,66165125042343228996143380881541130113009421770628032859406853367874481299154
4030,HH-682,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,4,994,20,24,1871,344,30409253181923664258732456951404050460142596562027986760549888101388349977623
4030,HH-683,Haven Heights,Residential,Nano,Lowrise,Far,Medium,7,6,972,32,39,1853,333,80671975035923744516170289134028225677290317610789614401226904905230441543912
4030,HH-691,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1044,16,20,1044,558,3682491596991021555433559308188846529477249839381956503078151659440662363985
4030,HH-692,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1040,16,20,1026,575,58086499892861648868439701202844253568997212062635089941599866755072677416593
4030,HH-714,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,914,16,20,1040,593,62641177767470005409773925785946513042401961862140910361862384260362029694939
4030,HH-743,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1197,16,20,1707,440,96074393588151017064302321294869793639098924238072243933387605295786539015030
4030,HH-749,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,902,16,20,1716,428,95267366705653021848697342120793381337513369089425266686232570493047716366803
4030,HH-760,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1037,16,20,1117,594,12977865472604801783541964025341384237903351123182553608317107757985227614080
4030,HH-767,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1012,16,20,1174,585,53644450343042915826627960423896542849017096110040044154550909662355144764841
4030,HH-770,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,932,16,20,1778,365,63835357238675367609546265694416606719915414568844754418469894279081983440318
4030,HH-773,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,653,19,23,1533,509,21760072105533184939485638242011667434478769945752000945987808811670686056878
4030,HH-776,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1098,18,22,1323,499,15340893475976529184463529623265764137587424165660354495773862244375700444162
4030,HH-777,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1135,17,21,1304,496,109925989977199134483286557902654818116564652895560283967294256131649685868387
4030,HH-778,Haven Heights,Residential,Nano,Lowrise,Far,Medium,5,4,1135,22,27,1284,494,26310173694698465610069357979611574547197531207587677826662966828418977219651
4030,HH-779,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1135,17,21,1264,492,46627641576201252252267651594542820095533392354252313182303673666210878241494
4030,HH-781,Haven Heights,Residential,Nano,Lowrise,Far,Medium,5,4,1103,23,28,1224,491,57120816277274285139675442832868250392716426462636647470625022635628633721819
4030,HH-790,Haven Heights,Residential,Nano,Lowrise,Far,Medium,8,6,1130,33,41,1303,438,8669240551983207636957433646471415840601922145034357886434687949087447199013
4030,HH-791,Haven Heights,Residential,Nano,Lowrise,Far,Medium,5,4,1126,20,25,1283,435,55331551520723832396051240643523350686944962918005670833650888485907903397176
4030,HH-793,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1119,16,20,1243,433,65107502329235846573453417705345983961043669728558778878589692878086668952742
4030,HH-794,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1095,17,21,1223,433,54477777812637616550278290816113237761250443006100652349158042497111490145138
4030,HH-798,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,614,17,21,1691,343,31559859328627284235598064250111979032911542919221805259395364321298182945741
4030,HH-800,Haven Heights,Residential,Nano,Lowrise,Far,Medium,3,3,1102,15,18,1301,367,112406286266953269959675444686069359079947920768658355950535597240204352521109
4030,HH-802,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,4,1071,20,24,1703,324,8236820970192399912558210519743487630768694977228338015938033303118839295221
4030,HH-804,Haven Heights,Residential,Nano,Lowrise,Far,Medium,3,3,1136,15,18,1393,354,69202490396449148087138942620503332689840727717536585514397256709221742400298
4030,HH-806,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1142,16,20,1242,341,55280418220366311311854889883687574395053613414108199334520133942398422452785
4030,HH-813,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1135,19,23,1451,315,46482163610291589113892953467829573457730072503314164106723443564501007510114
4030,HH-844,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1098,19,23,624,405,55112475950879910131567579075258000925428646247201891713316569721923392624402
4030,HH-882,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1021,16,20,659,397,70457533341584564429742058135661975806168075417534889054879303759013720337075
4030,HH-884,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,4,1021,20,24,658,401,61370152778929054429802406577679253429443922640247436178541249806977308839187
4030,HH-885,Haven Heights,Residential,Nano,Lowrise,Far,Medium,9,7,914,36,45,657,406,96659621462452733584062267054062133146397720089970210062520250841926671286492
4030,HH-889,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,940,16,20,743,348,44296513249982118547254585730401826336604382951118522455523134701796653614280
4030,HH-890,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1051,16,20,742,357,108600010085924312677570441743771631010012472057689256847429956399067216085494
4030,HH-900,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1024,16,20,792,329,105541501224350446555478846220653625580255839676760329415759109316251009570665
4030,HH-901,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1053,17,21,736,377,84696453500304004053958144166994131390373597067211523946236624639738567590572
4030,HH-903,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1024,16,20,790,340,76075738387276442602855471517508446057952557106367221841303953001348329449289
4030,HH-907,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,974,16,20,788,350,17863960988635176303154316493562676739714290936968150255196727353327804156612
4030,HH-908,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,972,16,20,732,397,33257117992509657615324727040353739499735447846082591742456138881553524942071
4030,HH-910,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,986,16,20,716,428,30237091371322015109283954043523396894855737691322614982660990166802232376433
4030,HH-911,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1049,16,20,860,321,89176418932591154288280795743043448594821572907152175348870340472547556116646
4030,HH-912,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,993,16,20,767,392,60310751650309984487332072054379387122272903535688990557353673135889828062613
4030,HH-913,Haven Heights,Residential,Nano,Lowrise,Far,Medium,10,8,1020,41,51,710,439,83988865640860985245687316975817345936725658133449771841866341054346357580981
4030,HH-916,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,4,993,20,24,761,406,81503625879486377213829091093581797192860682067387733439066079489267241375504
4030,HH-917,Haven Heights,Residential,Nano,Lowrise,Far,Medium,5,4,1021,21,26,704,451,11527563424259854790709166045764497737467522520106737569237040797398161317249
4030,HH-918,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,990,16,20,919,324,100252935265480153746860577021369508395023749344160393376083229203791370374951
4030,HH-919,Haven Heights,Residential,Nano,Lowrise,Far,Medium,10,8,1024,42,52,901,334,65085807196887277074970060955966608801123405315140660599249534361985980416480
4030,HH-921,Haven Heights,Residential,Nano,Lowrise,Far,Medium,8,6,1024,32,40,864,354,87546586855264502825837504963928048700330543196129823322206749495708724452761
4030,HH-922,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,1024,16,20,845,365,106246421156769843000468698578139387949567177674267029176157987512003379865305
4030,HH-923,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,993,16,20,750,433,79504612250501977387547717660744505224146249710594505493068319906042535689839
4030,HH-924,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,948,16,20,688,490,110599536606144066590938616393133392695760363535670809768809398649211249319493
4030,HH-927,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,4,993,20,24,984,353,34225350813169847251225148704684506233126936042369581386439840779932410074024
4030,HH-928,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,993,16,20,951,375,93404995872486432164500945546339424181835176706627494116668810692784560775267
4030,HH-929,Haven Heights,Residential,Nano,Lowrise,Far,Medium,4,3,993,18,22,935,385,4503770985896871845854950832448431978815342539910630427142258994650194570724
